session_id,participant_id,cell_id,session_status,technical_test,record_type,record_index,serial_position,opaque_stimulus_id,rating_1_7,playback_completed,technical_error
"s_mtpzyhwc_29b3147e808c8d72","TECHTEST-001","A-O1","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-018","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-007","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-012","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-021","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-004","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-013","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-010","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-023","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-016","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-001","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-020","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-005","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0utl2_73c9196877d4c99d","TECHTEST-003","A-O2","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-016","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-023","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-010","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-013","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-004","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-021","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-012","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-007","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-018","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-005","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-020","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-001","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0utq1_9a95bc3e7b8ebc2b","TECHTEST-004","A-O3","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","1","1","stimulus-016","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","2","2","stimulus-023","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","3","3","stimulus-010","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","4","4","stimulus-013","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","5","5","stimulus-004","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","6","6","stimulus-021","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","7","7","stimulus-012","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","8","8","stimulus-007","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","9","9","stimulus-018","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","10","10","stimulus-005","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","11","11","stimulus-020","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","EXPERIMENTAL","12","12","stimulus-001","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","PRACTICE","13","1","","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","PRACTICE","14","2","","4","true",""
"s_mtq0utv3_8ce66f1737fdb25b","TECHTEST-004","A-O3","DUPLICATE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-005","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-020","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-001","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-016","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-023","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-010","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-013","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-004","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-021","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-012","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-007","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-018","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uu0g_6ac7a8c298d8659c","TECHTEST-005","A-O1","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-005","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-020","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-001","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-016","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-023","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-010","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-013","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-004","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-021","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-012","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-007","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-018","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uu7y_dc8292afc99c95c9","TECHTEST-006","A-O1","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-005","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-020","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-001","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-016","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-023","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-010","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-013","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-004","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-021","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-012","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-007","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-018","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uun4_8552c65c692a9189","TECHTEST-100","A-O1","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-018","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-007","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-012","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-021","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-004","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-013","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-010","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-023","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-016","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-001","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-020","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-005","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uus3_7fc9059c7b463615","TECHTEST-101","A-O2","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-016","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-023","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-010","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-013","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-004","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-021","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-012","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-007","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-018","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-005","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-020","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-001","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uux1_aefcf98d1c3dcf98","TECHTEST-102","A-O3","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-006","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-019","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-002","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-015","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-024","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-009","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-014","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-003","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-022","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-011","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-008","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-017","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uv20_91c352ab0cd4fddb","TECHTEST-103","B-O1","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-017","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-008","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-011","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-022","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-003","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-014","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-009","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-024","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-015","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-002","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-019","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-006","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uv6y_491322dff871f38d","TECHTEST-104","B-O2","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","1","1","stimulus-015","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","2","2","stimulus-024","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","3","3","stimulus-009","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","4","4","stimulus-014","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","5","5","stimulus-003","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","6","6","stimulus-022","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","7","7","stimulus-011","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","8","8","stimulus-008","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","9","9","stimulus-017","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","10","10","stimulus-006","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","11","11","stimulus-019","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","EXPERIMENTAL","12","12","stimulus-002","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","PRACTICE","13","1","","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","PRACTICE","14","2","","4","true",""
"s_mtq0uvbw_692a38d5d533a91d","TECHTEST-105","B-O3","COMPLETE","true","POST_TASK_DIAGNOSTIC","15","","","","",""
